kriol	english
wakwak singat	caw
boilim det woda	churn up
warrab	flare up
spinifeks	spinifex grass
hukwan bumareing	boomerang
hukwan bumareing	hooked
holo la tri	cave
ston aben	oven
ajad	outside
propa	proper
propa	real
burdiflawa	flower
det taim	some time later
det taim	that time
harrap	above
harrap	higher up
brom deya	after that
brom deya	then
brom deya	from there
im deya gin	there
dijan iya	this here
lanswud.	lancewood
dijan pleis	here
iya gin	here
brom iya	from this
brom dijan	from this
kabadap	rub
jamp jamp	jiggle
jamp jamp	wobble
mubabat	jiggle
mubabat	wobble
barrik	paddock
badik	paddock
bigwan tomiyok	axe
bigwan tomiyok	big
lilistem	young
droim	draw
meigim misalb strong	balance oneself
faindim trek	balance oneself
balikan	pelican
brekimap	smash
krol krol	crawl
eni kain bumareing	boomerang
brogim	break
fletwan wumara	flat
fletwan wumara	woomera
abum fan	fun
abum fan	have
milksneik	milk snake
karrijong	kurrajong
pleiwan spiya	spear
gowat hanting	Togo
gowat hanting	hunting
lilwan lilwan stik	plant
lilwan lilwan stik	small
slipri	slippery
airrap	higher up
airrap	up
dijei la tap	above
dijei la tap	straight up
fulmun	be on top
fulmun	full moon
fulmun	new moon
antap	be on top
antap	full moon
antap	new moon
shiftim misalb	move
snikap la samting	sneak up on
snikawei	sneak away
mun kamap	moonrise
kalimap	moonrise
meigim leidan lagijat	face down
go fishin	go fishing
jagim fishinlain	go fishing
diginstik	yamstick
wadi bla yem	yamstick
bla digimat	yamstick
twistiwan	twisted hair
solwoda be:d	bridled
solwoda be:d	tern
kan wok	weak
meigim goin	enter
wankain longwan gras	grass
nek bla be:d	neck
im twistim	twirl
im twistim	twist
finishimap	finish
finishimap	finish up
binijap	finish
binijap	finish up
daga bla be:d	bird food
daga bla be:d	type of
gilinim	clean
trai gin	say again
trai gin	try
jidan kwaitbala	sit quietly
lirri-lirri	tree sp
brom tharrei	over there
anyan	onion
anyan	poisonous
kaliku	tent
im jarre	that way
bulumat burrum faya	get
letim go slipriwan	drop
letim go slipriwan	let slip
lilwan gras lisad	skink
grajim mijalb	scratch oneself
kerisinwud	kerosene wood
kerisinwud	milk tree
hendl bla eks	axe handle
woking stik	walking stick
nomo gadem waiya	spear
spirim	pierce
spirim	spear
jalg la	pierce
jalg la	spear
rostim la aben	cook
mekim jigibala	cheeky
munanga eks	axe
munanga eks	steel
piteta	potato
piteta	wild yam
jiginok	firebird
gopas	pass by
tadulok	firebird
kwaitok	firebird
lilbit longwei	close up
irrim mijalb	feel
filim mijalb	feel
gabarrumap	cover
jotkat	shortcut
buldan la	trip
buldan la	tumble
tamblim	trip
tamblim	tumble
gerd gerd la	trip
gerd gerd la	tumble
krol kriol	crawl
tusek	toothache
digulwan	ticklish
brokin tus	broken
brokin tus	tooth
bla burdiflawa	stamens
mekim sikbala	no good
maindim mijalb	balance
maindim mijalb	wobble
kroba	crowbar
jogum la wada	soak in water
alta	money
danim la ston	become
go olijem ston	become
nala nala	fighting
nala nala	stick
stik bla fait	fighting
stik bla fait	stick
la lid	ahead
la lid	in the lead
go lida	lead
go lalid	lead
jigiaul	boobook
wan dei bifo	before
wan dei bifo	the day before
shekim	shake
bla wajim	soap
blekplam	black
blekplam	plum
liligal	kite
sorri	feel
sorri	sorry
dringkim	drink
gem	meat
shotwan naif	knife
shotwan naif	short
garrapas	kerosene wood
garrapas	milk tree
