kriol	english
wanwan	doubt
wanwei job	good idea
wanwik	one-week
waral	spirit
warbiwarbi	be alone
wardabirr	goanna
wardimelen	watermelon
wariyin	preoccupied with
warl	covet
warlal	long
warlmbarl	gossip
warnang	finished
warngugu	rock wallaby
warr	grind
warrab	flare up
warral	shadow
was	was
wasawei	wash away
washim	wash
wat	what
watafol	waterfall
watfo	why
watjam	watch
wattaim	how long
wawulaf	werewolf
waydwan	wide
we	that
we:k	work
we:kinboi	disciple
we:kinmen	disciple
we:l	world
wea	where
wed	language
wedenim	wet
wegan	wagon
wei	way
weib	waves
weibweib	wave
weid	wait
weiding	waiting
weigap	wake up
weigimap	arouse
weijis	wages
weijit	pay
weikimap	wake
weil	whale
weistim	expend
weit	heaviness
weit bla sambodi	wait for
weitdeya	wait
weitimbat	wait for
weitin	wait for
weiv	waves
weiyim	weigh
wek	work
wekam	work
wekin	work
weks	wax
weks bla irriwul	earwax
weksimap	melt
wel	well
welai	green parrot
welnoun	know well
welwin	whirlwind
wem	worm
wen	when
wepan	weapon
weram	put on
werrim	wear
werrimat	erase
werrimon	wear
wes	waist
weship	worship
weswan	worse
wet	wet
wet graun	spring
wetnayim	put out fire
wetsisan	wet season
wettaim	wet season
wetwan	wet
wev	waves
weya	when
wi	we
wi:d	weed
wida	single girl
wido	widow
widogel	widow
wijan	which
wijei	where
wijeijei	how
wijeiwijei	how
wik	Sunday
wikbala	die
wiken	weekend
wikwan	weak
wil	disappear
wilbera	wheelbarrow
wili-wili	whirlwind
wilimbek	rewind
wiliwegteil	willy wagtail
wiliwili	whirlwind
wilot	we
wilsten	wheel stand
wilya	what for
win	breath
win brom jangidapwei	east wind
win brom jangudanwei	west
win burrum jangidapwe	east wind
win burrum jangudanwe	west wind
wina	winner
winbreik	windbreak
winbrek	windbreak
windo	window
wing	wing
winim	defeat
winimbek	win back
wining	win
winmil	windmill
winpaip	exhaust pipe
wintj	winch
wip	cry
wip sinik	snake
wipim	whip
wipsneik	black
wipsnek	black
wirrim	wear
wirrimon	put on
wis	which
wiska	beard
wiska bla fish	fin
wiskas	feelers
wisling	duck
wisling dak	black duck
wisling igal	eagle
wisling tri	oak
wislingtri	tree
wispa	whisper
wisul	air horn
wisuling	whistling
with	with
wo:	war
wo:fait	war
wo:tengk	tank
wobla	fishing line
woda	liquid
woda bla ai	tears
woda la riba	flood
wodabat	what about
wodabeg	basket
wodaberg	bag
wodabidul	beetle
wodadram	water drum
wodafol	waterfall
wodahol	waterhole
wodalili	water lily
wodamelanmen	Watermelon Man
wodaret	rat
wodarum	water
wodasneik	snake
wodawan	watery
wodawid	green
wodrim	make wet
wok	walk
wok la ni	crawl
wokabat	journey
wokaran	go around
wokawei	walkaway
wokdan	walk down
woking stik	walking stick
wokinmen	workman
wokinraun	travel
wokinstik	walking stick
wokpas	walk past
wokwok	walk
wokwokpas	walk past
wol	wall
wolabi	wallaby
wolet	wallet
wom	warm
womara	woomera
wombala	warm
womim	warm
womim misalb	warm oneself
womum	warm
wonim	caution
wori	be sorry
woriwei	worriedly
wot	what
wot blanga	what for
wot dijan bla	What’s THIS For...!
wot dijanda	what’s this
wot disda	what’s this
wot tharran da	what’s that
wota	still water
wota la riba	flood
wotabat	what about
wotaim	when
wotamelin	watermelon
wotfo	why
wotjim	watch
wotkain	what kind
wotrong	what’s wrong
wud	firewood
wud bla faiya	fire
wudi	expression of surprise
wudi:p	woodpile
wudwan	wooden
wujei	where
wul	wool
wulibak tri	tree
wulibaktri	stringybark
wulijeim	as
wulijeim dijan	like
wulijim	same as
wuliwan	woolly
wuman	woman
wumara	spear thrower
wumun	woman
wunbun	big
wundidwan	injured
wurlida	tree
wurramabala	playboy
ya	yes
yad	yard
yagay	ouch
yakkai	horrors
yalala	be
yalbun	lily
yan	conversation
yang	little
yangbala	young people
yangbalawan	young
yangboi	bachelor
yanggai	young man
yanggel	girl
yanggel garrim bebi	woman
yanggiswan	youngest
yangiswan	youngest
yangmen	man
yangwan	child
yarl	tree
yarlma	yam
yarraman	horse
yarwok	wild yam
yawarda	horse
ye	yes
yegey	ouch
yeho	oh
yekyek	chatter
yela	yellow
yela peint	paint
yelabala	half-caste
yelawan	yellow
yelawud tri	tree
yem	root vegetable
yemstik	yamstick
yertno	half-cooked
yes	yes
yestadei	yesterday
yet	still
yiki	horrors
yirrim	hear
yiya	year
yo	yes
yolabat	you
yowai	yes
yu	yes
yubala	you
yujum	use
yumandi	you want
yumob	you
yumobwei	your way
yundubala	you two
yunmalabat	we
yunmi	we two
yunmi tiklim	ticklish
yuno	you know
yunowot	you-know-what
yurenyam	uranium
yusda	be familiar
yuselp	yourself
yusim	use
yusimap	finish
yustu	be familiar
yusum	use
yusumbek	use
yuswan	yours
yuwai	yes
yuwalabat	you
yuway	yes
